user_id,name,review_count,yelping_since,average_stars,fans,useful,funny,cool
66bfb0aaae554700aeb7e0,Alice Taylor,23,2021-07-25,3.22,58,146,159,133
62df4412303247ad825141,Xander Thomas,3,2010-06-05,4.3,134,293,117,254
7fe3b515653e4c0ca41f2b,Frank Brown,17,2010-08-15,3.91,179,30,129,65
ef091769ffcd4cf4ba9d70,Tina Anderson,3,2016-09-16,2.01,139,197,69,59
46dd975206a3494eacfbf0,Rachel Moore,28,2010-07-08,4.77,87,75,79,121
e09833aab081484da95ba8,Karen Harris,11,2018-08-27,4.0,105,278,55,24
1c664a10d73a41e29e1bba,Alice Taylor,3,2021-05-03,3.33,102,274,51,201
d8fc6f9593c643458bc76b,Leo Thompson,16,2013-05-11,4.6,29,266,130,117
b313e149a55e46898fdc1a,Victor Taylor,15,2013-07-13,3.43,191,338,76,109
f81d248319e049b7af638c,Henry Davis,44,2020-05-10,3.42,183,462,26,160
e6998a81e3594b86b1e1d1,Grace Miller,75,2014-04-10,4.15,48,98,7,24
430d8537c0c748beb8455b,Wendy Smith,42,2012-11-18,5.0,23,107,172,113
522d556dbcad44089d2127,Alice Thomas,3,2011-01-05,5.0,33,107,87,291
cf968c34c4da4f57ae7f57,Grace Garcia,8,2020-01-27,4.15,125,464,115,188
4e70a0d73d2b43b1a32d58,Wendy Thompson,190,2021-02-07,4.22,5,46,180,172
3cbfbcc449c74b629e5381,Noah Taylor,15,2010-12-11,4.45,20,15,22,151
2d656dd8049545f891b265,Mia Brown,15,2019-08-18,3.02,129,80,187,140
364fe13ce69143479c60a2,Rachel Martinez,50,2011-12-02,4.35,29,384,140,280
37c7d95e091f4235a4492f,Henry Jones,48,2011-09-01,3.39,13,289,128,279
e315ce0fbef947e0bc9de8,Quinn Moore,4,2014-07-27,4.12,4,459,86,122
d06adcb4e43947ecb5e12d,Xander Martinez,27,2015-03-28,3.74,141,102,141,277
ad7beccdbc5a46bc983f1b,Claire Moore,3,2020-03-29,4.25,72,197,40,24
071c7c8f981044409064c0,Brian Williams,54,2018-05-23,3.98,56,277,60,95
0ba025b1e7474ada8c05af,Leo Miller,3,2011-09-26,1.75,127,36,192,90
33ad8afce9fc4235ba0f4b,Brian White,23,2017-01-02,4.03,34,459,55,209
a1d6c8d592ff4d51965d28,Karen Brown,62,2020-07-01,4.35,104,402,143,181
83e23ccf054d4ef5874c71,Xander Harris,17,2017-12-10,4.21,96,71,186,141
3289b53f4cb94d8eb69d1f,Zach Taylor,37,2012-10-03,3.83,134,421,118,76
192977af6e844d368c4d34,Eve Wilson,26,2011-07-19,5.0,124,224,59,152
21ecaddb9ca54b6794a572,Sam Davis,60,2015-06-05,4.12,135,168,169,80
126677fc640249b58703b8,Carol Garcia,91,2015-08-31,4.21,42,473,165,149
024d1e1a26e04007a49049,Paul Moore,37,2014-03-25,4.63,28,259,108,101
28a1517d7d974d5485a80b,Quinn Martin,77,2011-04-24,4.15,106,113,22,266
cbaee475e0244581abb214,Alice Taylor,12,2011-06-02,3.27,11,404,88,223
fa49389398434cd1859652,Henry Jones,23,2016-05-05,2.19,90,357,86,52
f4db212c23f04330bb7d45,Bob Taylor,17,2021-04-29,3.57,125,96,37,282
46d5d12275a240348436ed,Quinn Thomas,80,2017-03-03,4.43,164,338,80,197
5dfc8f661c8146dcaf2bf6,Xander Anderson,51,2015-04-04,3.65,130,314,30,105
f5013d6c55e0432cb267a7,Rachel Garcia,11,2021-03-03,4.46,198,137,138,159
622105c411434b16b99fee,Tina Robinson,14,2018-04-12,4.0,111,215,86,58
16e4686ad45d4b3db828f0,Grace Thompson,94,2018-08-11,4.8,89,419,146,14
f4960e145d4f4959b41065,Uma Jackson,8,2016-11-24,3.69,49,87,91,126
0319a05dc2c6438995f6fc,Alice Thomas,15,2019-02-24,4.23,134,361,142,234
c8acfe5b87414bc49b1fc6,Zach White,13,2016-01-07,4.25,162,415,146,105
9ab1464fb3ea47ee90d10a,Alice Miller,3,2017-06-17,4.95,64,468,32,115
932b4e90ae7f4327a33796,Rachel Garcia,26,2017-05-24,2.71,15,162,88,297
150c3c458edc4a10937020,Noah Martinez,16,2019-01-10,3.58,2,133,149,296
9c5a55d5e44445cfb401d5,Xander Miller,3,2020-10-09,4.49,126,467,118,139
c09e9f0584054d54b53a4d,Frank Robinson,3,2013-07-12,4.98,132,231,44,13
af997ab74de24217b4cf80,Rachel Garcia,16,2018-05-21,4.07,24,284,166,203
708e4c12dd254f3082098d,Brian Taylor,51,2010-05-19,3.7,4,256,39,214
06ca517248d345148cc72e,Bob Robinson,46,2016-05-21,4.43,130,257,198,274
553c046e21ce456694b057,Rachel Williams,8,2020-10-11,4.51,79,312,141,284
1fa936aecfca4c01b3a000,Paul Smith,10,2017-09-26,3.65,83,211,64,188
ea60af5ffeb14c80afb7aa,Irene Wilson,19,2013-03-18,4.13,52,196,38,32
5311378566634ce89d3642,Noah Jackson,3,2017-04-10,4.73,143,200,180,74
98985ad01e3e46819c18eb,Zach Moore,30,2014-04-16,5.0,148,328,104,215
bc1466a2924640b3aa9631,Wendy Robinson,8,2015-03-13,4.42,10,408,161,182
dd007af5003149e998a30b,Wendy Miller,63,2012-09-26,3.93,17,277,166,130
098411304d6f48709095f8,Uma Miller,31,2017-06-29,3.86,111,338,13,120
14eb19a8244a42049d8940,Olivia White,11,2012-05-18,4.29,120,206,136,212
cc3a3a7561094552880d0e,Irene Smith,49,2015-04-27,3.82,28,386,66,126
6215b6a060a647c8a9b054,Zach Martin,68,2021-04-06,4.03,31,196,181,46
2788611fe12b42c3b6d482,David Moore,23,2019-02-01,3.16,136,210,43,293
42b68a1d590a4e65a52b27,Henry Clark,9,2014-12-20,4.81,90,27,6,104
e26653c3b0a14610877633,Claire Harris,99,2021-08-14,3.1,23,130,132,83
48019aa9b163464099306d,Noah Jones,60,2010-03-03,3.6,121,369,110,20
18d499f0d839448eaa00c5,Henry Jones,73,2021-07-06,3.97,14,43,111,140
a6837b9209c64ce98f0a29,Xander Jones,33,2014-03-23,5.0,46,111,52,295
c556f148711a490e9433af,Uma Clark,31,2019-11-04,3.6,142,388,98,47
c2144f6d78114bd1bd47b8,Jack Harris,35,2021-05-13,3.43,44,436,192,73
884491dd82d54d00b022e7,Amy Taylor,5,2017-03-20,3.51,12,207,152,53
c0f8994ad47144808d231f,Noah Davis,28,2017-04-27,5.0,191,203,196,28
051133fedd8142b483c3f3,Mia Martinez,5,2018-12-27,1.93,44,254,66,181
dcc36e8dab3b42c7808f1c,Tina Davis,8,2012-11-16,3.2,102,385,174,89
ddc21fd3e0f74b5bb46694,Paul Martin,11,2012-02-19,5.0,164,234,76,225
934fbebe6f2b4059a8e00d,Carol Thompson,43,2014-02-14,4.31,197,86,187,120
e2891b434a644d7a8f0b92,Grace Miller,21,2015-09-30,3.13,161,215,173,190
68439a10c05d42069eea92,Mia Thomas,21,2018-11-28,3.87,67,127,32,26
0dd94e8d895f4c2197ec99,Brian Davis,32,2013-01-31,3.95,170,341,194,98
939b5fd4a9104d1cb593c3,Henry Moore,21,2016-10-09,4.49,2,71,121,124
e3e6a448ff13459aa5ba67,Zach Clark,37,2010-01-16,5.0,65,304,155,17
1788bf079ccc43a5abe64a,Noah Harris,3,2010-05-16,4.17,39,64,115,125
be39638263d643eca685b3,Brian Garcia,15,2021-08-05,3.52,105,486,43,141
984488a4767a4cc4ba3687,Uma Thomas,22,2020-03-13,4.45,178,320,196,121
195c0261426c4937857d6c,Derek Davis,3,2020-05-11,3.41,154,69,22,151
dd6eb1058fe144478dc4a9,Karen Martin,18,2013-12-10,3.18,199,479,161,239
4af3c2dc00d84a2392ab93,Alice Thomas,18,2016-02-28,2.67,27,286,41,231
0993f7712bc14d18a71239,Zach Brown,36,2018-02-03,2.8,150,303,157,4
2cf7fde18c9c4409bc6b81,Yvonne Taylor,11,2013-01-18,3.27,144,31,84,192
77acfa92853e44f28b7930,Zach White,32,2018-12-05,3.08,91,93,47,271
38983284c659480abad023,Eve Martin,41,2018-04-24,4.12,19,403,47,261
6e755e67f4104a28899209,Bob Davis,35,2014-11-19,3.06,20,233,63,97
117671ce86b14eec909dcd,Amy Martinez,9,2015-03-20,1.7,182,308,180,234
11105920d92647b0bd0a12,Bob Moore,39,2013-09-08,3.17,59,493,153,240
570071c0f3e047b0aa540f,Carol Miller,36,2019-08-20,3.57,127,214,134,109
86c60fb768314ee2809eb8,Derek Brown,11,2021-11-01,3.48,189,190,125,260
f8dfaa1b770743c69966a6,Tina Garcia,7,2021-12-26,4.96,98,401,83,189
c2860fe257b8457094c4e1,Amy Moore,11,2019-04-02,3.47,41,33,180,225
93ac80af446940d1afd387,Uma Anderson,5,2014-03-09,4.52,96,227,54,224
30e84aca766a4a4abcd74b,David Davis,24,2019-05-15,3.89,45,427,188,234
31bd066a8aca4884ab8152,Wendy Harris,22,2012-12-06,3.87,36,113,76,287
cb672f62a94b45a29ec216,Paul Thompson,17,2020-10-01,3.32,162,152,68,257
2c4a64eafed748318fa1ed,Uma Wilson,10,2013-03-17,3.86,69,236,95,126
da0fbbe9730c415890b116,Irene Robinson,3,2014-10-31,3.36,136,37,149,168
70e42df966c84a9882f213,Derek Smith,68,2011-02-13,4.02,145,35,142,194
b1d6f95e05b14f588faa9c,Xander Williams,25,2010-12-23,3.73,109,125,153,256
9cadd4969b264b66bacfa2,Zach Jackson,45,2014-09-22,3.24,108,448,17,117
8fb3f7b1d73b4314bb0689,Uma Martin,53,2016-08-06,4.59,36,110,32,93
fe0109f941304030a298f8,Sam Miller,45,2010-03-18,4.2,105,365,169,221
b9d41755e88443fe8be070,Yvonne Jackson,16,2020-02-24,3.59,150,213,196,286
2ad2a33b572d42a388334b,Quinn Wilson,29,2011-05-17,4.0,39,380,25,273
7c4c0d4c85d0444fb0731a,Alice Jackson,3,2021-12-21,3.84,46,165,180,44
73aa8bc214a04e9cad3e11,Karen Harris,51,2013-04-05,3.29,138,437,52,275
1b2eab11b9be42658013c7,Karen Clark,71,2014-07-19,3.95,196,185,195,236
2691ba460695495e8b0722,Uma Anderson,82,2011-12-02,3.47,78,395,198,47
457164e67db643ea801262,Victor White,8,2019-11-20,3.24,165,415,127,1
0bb47f491b9344768c513f,Sam Jackson,7,2018-10-12,2.76,36,215,38,61
7c7eebdfd90c4ec6a38b66,Brian Wilson,20,2010-12-11,3.65,113,333,157,278
3f2ba9a766014734b9505b,Mia Miller,30,2011-04-08,4.3,188,59,20,226
c3fc634f64d244f38ef6ab,Rachel Clark,27,2017-04-21,3.41,88,248,66,172
09df9ff0a18543aca88ab2,Sam Davis,59,2020-05-21,5.0,101,186,127,189
e7a8d4f36b2d4490b65264,Brian Thompson,22,2011-04-26,4.52,31,477,13,123
66b5682cf8ea484fb8c724,Noah Williams,21,2012-08-26,4.81,105,467,78,271
6380471db07b46fe98d36d,Mia Garcia,23,2016-07-16,4.46,117,391,159,46
410436eadd004d39a7cfc0,Rachel Brown,17,2011-04-21,5.0,196,474,18,94
7124505dd000425591b20d,Eve Clark,16,2013-08-26,3.35,40,487,73,60
0056172caf4c46ebaa673f,Noah Harris,11,2010-02-14,2.11,73,383,0,254
63e5231e406b4945849701,Karen Jones,4,2015-12-27,3.59,129,296,131,162
f3a253ccfc824399817289,Mia Harris,9,2018-07-30,4.29,188,102,15,205
40123c45bf024881bbb5d3,Karen White,4,2014-12-10,4.01,47,407,56,275
26767d9ba85b4e90a27c63,Noah Wilson,20,2013-01-28,4.09,138,97,104,58
d308e4766b3b4404ad88fa,Henry Miller,109,2015-02-02,4.82,175,92,42,289
41e1970365c04c42b4586e,Henry Martin,26,2016-02-10,4.17,126,439,46,37
3037d29b5fea447f88f9f3,Karen Martin,23,2011-12-27,4.46,85,57,166,226
41d0603cdb5743e6a1b796,Jack Wilson,24,2011-05-04,3.24,46,70,155,210
4303626e236649c093daa1,Brian Martinez,7,2012-03-07,3.13,57,255,16,247
8728efeaf77e4455ad2c9a,Mia Miller,19,2021-10-25,5.0,10,292,171,47
d6d044b162c94c4f9876f3,Victor Jones,6,2018-09-02,3.97,30,22,93,287
2fbd9864195b4d0b82b6e2,Noah Jackson,32,2011-07-04,3.46,87,189,28,238
905dfcccd4464812b381f4,Uma Williams,55,2013-08-12,3.47,28,112,181,33
ca82298a6e3b4abda0af7e,Alice Miller,7,2014-12-10,3.45,2,151,67,167
555803258fb544eb8a1281,David Thomas,81,2012-03-04,3.4,138,90,65,245
3276a199c51b4598b5ef3a,Brian Miller,66,2020-03-19,3.0,14,338,29,143
cf4089a1f6df4749bc86b8,Noah Davis,3,2021-04-12,2.85,28,236,177,114
9253f25baa434cd39d6962,Bob Martin,13,2012-12-08,3.76,119,479,57,82
d50b3f4f389046b183970e,Henry Thomas,6,2010-03-14,3.48,184,4,118,154
0db1b978a4f74372a14ccd,Uma Garcia,5,2013-03-15,4.68,144,388,47,295
8bd08c674ea2432b9be415,Frank Jackson,52,2016-12-26,4.11,6,454,179,182
457ec36e6ad94273b22228,Brian Anderson,37,2019-09-12,4.09,33,243,157,216
db5956c09607461c996bf1,Bob Miller,19,2014-01-27,3.38,148,349,100,233
2abacac8aef64722a40c6c,Xander Thompson,48,2013-04-12,3.82,146,220,69,233
d037df5d3a24413ea4eb98,Jack Brown,43,2012-12-26,4.15,78,297,131,120
536a07c7ca5c4aa3abda1d,Irene Davis,3,2010-01-13,4.4,189,453,99,230
a27eca3ea19247a787f4fd,Wendy Garcia,3,2010-03-03,3.83,177,265,188,98
1fd2786bbda046dd84e50f,Bob Martin,42,2015-02-18,4.66,148,289,134,175
5e6745a6248e4fa6ac9dcb,Wendy White,3,2017-05-28,3.91,149,493,5,90
c729d356581a48719acf6a,Amy Smith,56,2010-02-24,4.45,156,248,164,281
566afc2964434bdb80c35c,Uma Williams,31,2012-05-27,3.56,29,86,38,219
ebe21eba2a8c4e9888f056,Amy Anderson,38,2020-11-28,2.63,140,341,60,175
111f08487f0a43e3a53199,Carol Martin,15,2021-11-15,4.09,187,346,87,135
a3b08dfe671340329cd443,Wendy Anderson,9,2017-09-12,4.41,44,118,41,156
fbb1bd632b72402bb68807,Jack Smith,12,2016-04-03,4.3,2,364,188,233
a9c0bf96f3e74d75ab7570,Brian Brown,3,2016-12-28,4.2,72,31,195,82
866fc2f581d14ee6976b40,Zach Jackson,12,2014-06-11,3.66,53,160,31,248
f1969845a5e74b03b8d43c,Uma Harris,35,2012-06-01,3.34,189,427,64,84
42cb5bd3265a47d6904048,Zach Smith,61,2014-07-05,4.29,89,308,74,42
afb0a861ebc74f9db23599,Derek Smith,3,2018-05-24,4.2,132,303,134,221
5d634e4a57d5459ab0b49b,Derek Miller,59,2017-12-12,3.51,196,310,119,212
92bf0756770845339cee93,Zach Jones,91,2018-02-14,4.68,157,82,135,100
e4840e96c6924ac7a7df2c,Noah Thomas,78,2017-04-20,3.28,149,480,6,194
b9f439e2904747eebe8ae0,Claire Williams,23,2010-09-22,3.49,193,149,102,218
bb3aa0f4102a4b99a292f0,Bob White,59,2017-07-06,5.0,137,393,42,236
5a954208a6b94689ae452f,Bob Thompson,43,2020-07-25,4.51,46,494,45,285
906c28e7ffbe419896227a,Bob Clark,22,2017-10-13,3.65,145,120,154,256
20ee51c7ebd142ccafdebf,Paul Robinson,25,2016-12-12,4.1,64,317,28,131
adf8b89afa7940a19b78be,David Miller,5,2012-09-07,4.01,66,21,6,69
fc75cd9902a74483855ff5,Noah Smith,51,2019-07-04,1.98,128,318,97,29
03e9ea3e97664d4cb44247,David Wilson,3,2015-06-01,3.27,63,220,147,172
dd0f5989c0c74b5a8eb901,Wendy Martin,34,2013-02-25,3.86,4,36,102,199
7907cea0292e47a8a2aa75,Carol Jones,116,2015-11-16,3.65,199,336,32,207
71db46783d8f41c09d7fda,Tina Moore,42,2011-06-19,4.07,114,484,154,2
08233824f1d64d0ab56fdf,Xander Miller,24,2021-02-09,4.69,134,41,76,210
c2f773c26d99412e8705a5,Karen Davis,14,2018-06-04,3.67,161,446,141,236
d02e73fac8e449c38fa1d2,Henry Martin,56,2013-12-01,3.16,126,421,40,216
02bb12b48e624b77937246,Olivia Harris,3,2019-07-10,4.13,122,273,182,157
ef2845c68d5f4efebfd6e0,Carol Thomas,20,2010-08-26,3.67,158,450,56,4
390ded1501f64de1a838aa,Noah Robinson,44,2014-08-18,3.79,59,154,194,146
7ae19d637061484283606b,Mia Williams,12,2017-10-24,3.7,165,360,75,193
45fc013bfbe046e594321c,Uma Williams,14,2010-04-14,5.0,144,349,145,170
aa65fe7a044c4061821589,Brian Moore,3,2018-07-02,2.33,36,290,100,172
39cf1941eae243c6992eb1,Xander Harris,4,2019-10-24,3.63,29,416,15,154
c857d5255b9c443899f85e,Noah Jackson,3,2017-02-15,3.9,175,438,19,165
29671e73c7a243b6ba8b28,Frank Jones,12,2012-06-21,3.35,178,393,81,97
69d3d0d308c84db2af33ce,Wendy Clark,22,2018-12-25,4.53,198,294,38,181
38262edd4c584b9f8821c4,Zach Wilson,11,2014-01-24,4.47,20,488,121,84
c0a03e04a0514cbdaae87c,Karen Moore,10,2018-10-29,3.87,179,277,27,147
82dcc3ef3d024a7799475f,Victor White,34,2017-07-14,3.71,172,318,118,124
8159f25b93ac4c74824ac6,Xander Robinson,83,2011-02-14,3.82,153,94,40,214
546f06576b4541cf86b9cc,Leo Harris,22,2011-03-14,3.83,99,160,36,268
1c157af96c8c4fb09b3801,Paul Clark,23,2010-03-08,3.85,101,452,73,189
d254d6e1e2f744918aec11,Karen Brown,9,2010-11-12,3.77,85,248,116,40
5b474eb60b8847cc8e6e08,Leo White,14,2013-08-05,4.08,5,255,79,200
fcbf994e96b14e63a86cd2,Claire Garcia,12,2010-04-23,4.43,100,408,69,97
6e5af9228e2c45f08af7ad,Alice Thomas,91,2021-04-03,3.04,47,163,68,14
64ba379e82e641b19c5111,Eve Moore,37,2020-12-28,3.16,40,132,67,57
34f9ad9b38254dc2a1deb4,Claire Clark,46,2012-01-27,2.68,11,4,80,299
375982a970b94402aaea72,Eve Williams,6,2013-09-25,4.51,91,115,166,128
87af000e57214fc7922ec4,Uma Taylor,51,2018-11-25,4.08,9,256,115,60
cf196bc30b6e4b3da7bbea,Mia Martinez,17,2017-12-03,4.25,169,362,84,40
4195e127e4b144dbbafa17,Brian Robinson,4,2016-12-22,2.9,177,164,149,195
8d33035fe03e4217a746b8,Xander Clark,30,2021-11-11,5.0,160,222,105,228
02c55ff11d6f4183b62683,Victor Martinez,4,2017-07-21,3.47,60,110,189,105
c1afc09994b04cb4865d01,Quinn Jones,18,2018-01-11,4.02,32,408,112,31
085519688cde43328a1da2,Yvonne Robinson,3,2016-01-09,4.5,100,262,43,106
c50f3f2d8d9d49d192a2b7,Jack Taylor,23,2016-04-18,3.21,134,71,112,199
77ac598e2e9a4fb7a5112b,Rachel Harris,6,2013-06-28,3.52,4,304,154,34
20bfee5f47c54762a5388c,Uma Moore,7,2016-03-31,4.03,171,167,42,80
ea70add88e064ad782ddc0,Zach Garcia,4,2021-01-04,5.0,87,432,40,0
4febae990e3342b5841083,Claire Jackson,3,2014-07-09,4.11,163,134,119,141
a3e8b3fb25f8438e91eb80,Carol Garcia,4,2011-08-07,5.0,15,432,176,51
6c6b4082ed4741389ce4bb,Carol Brown,44,2017-03-12,4.74,85,348,66,59
427464265c194d55887890,Irene Brown,14,2019-06-02,4.16,91,67,101,33
a469d83021c84f57913e43,Victor Taylor,53,2021-07-01,3.21,9,379,131,219
851fd6d939d041a0b33f9a,Grace Smith,80,2016-07-02,4.64,141,360,132,146
e0f4a4574ba64bb5839f70,Grace Harris,86,2019-06-14,2.85,186,228,29,284
05c8bcfca296498592da33,Xander Miller,3,2013-01-02,5.0,108,80,79,118
f685d928ddae450290b2cd,Carol Jackson,23,2015-02-02,4.04,79,239,198,66
52c6b8226ebd49be9c0e60,Xander Jones,3,2015-01-10,2.04,127,304,177,61
d9a9448abb2e406687481d,Xander Brown,63,2013-12-27,3.66,72,66,154,285
f1db1e988ec348f590e5c2,Henry White,45,2018-08-03,4.36,71,170,4,176
417d1edf51ce467bb68832,Bob Wilson,13,2020-08-05,3.73,151,350,83,97
c3d1ec4da2854d2d93e679,Eve Davis,14,2013-12-01,4.4,118,276,10,196
500de1b5c8784acfbdc1b2,Xander Davis,24,2011-08-18,3.3,52,496,60,167
c95852a564174c519c1acc,Bob Davis,35,2019-11-25,2.99,81,108,172,34
c61d59a0757c493a88b5ec,Carol White,55,2020-03-10,3.85,166,388,77,210
0814a95746b84350864d2f,Derek Brown,3,2021-03-18,3.92,105,212,33,35
c00b0b24a4564e1588ce01,Victor Moore,24,2013-01-22,3.66,15,111,144,59
a74760878931440d9d97ab,Carol Harris,14,2018-08-16,4.76,171,475,151,213
87ee86c891d44dea98c04f,Grace Thomas,9,2018-08-01,3.3,148,311,131,133
cb2d3e12279444a0838b38,Paul Jackson,36,2019-06-23,4.12,53,267,161,66
3e3bafccf66547029c7a3a,Eve Miller,15,2019-09-02,3.95,193,147,140,20
b18332ce187d477fa048ab,Wendy Robinson,42,2021-06-04,2.81,190,440,126,178
b5bce730ae964d0db2ebc1,Alice Taylor,52,2015-09-21,2.98,199,15,177,209
d836085508964865a3d479,Amy Miller,14,2010-11-29,3.91,75,57,64,60
156f9192eac4410eb9f92f,Noah Robinson,3,2012-04-22,5.0,184,89,91,124
df996359e7f140698e1ee8,Derek Harris,105,2020-08-19,4.31,161,326,112,103
97235cf057d04684b20223,Uma White,36,2020-02-18,2.69,174,51,133,267
13d6239afd5148498a4f71,Irene Martinez,68,2010-02-18,1.72,109,398,95,237
aed73c45ae1748a3938255,Bob Jones,3,2014-05-29,4.41,55,97,88,82
54313d8cc0bf4ab0964bd8,Sam Garcia,4,2012-12-09,3.83,45,338,33,154
95f69b7e7fe54b65b3b609,Yvonne Harris,3,2013-11-05,4.7,193,397,127,277
7c235c41b1864d4fb271f1,Leo Moore,7,2017-08-29,3.28,100,439,24,103
9ba1de56c5274c43986c03,Mia Miller,3,2016-02-12,4.15,185,146,94,42
d08e432a0a5f499987f7be,Mia Williams,62,2015-10-08,4.49,110,37,81,89
20eb3e0d2ace4c419aa863,Jack Robinson,11,2015-03-21,3.59,106,378,155,182
3c65e5706af54cedae8e07,Victor Williams,47,2017-09-11,3.6,14,224,95,297
d69a72564f1f4a5f9e6a52,Irene Miller,53,2018-03-11,3.92,80,474,1,92
af8bfdfa58ed44b3b963c5,Irene Harris,53,2010-07-10,4.28,111,94,101,17
d08893668db74d4fae4c68,Amy Martin,19,2011-08-24,3.89,21,287,43,54
b20ffd8523344239a1772f,Olivia Brown,105,2014-02-03,4.58,32,59,76,123
4928567eeafe4c74abc956,Eve Garcia,66,2015-03-24,3.58,118,242,59,28
0cddecfdf30446969ad167,Uma Thomas,95,2021-12-12,2.97,49,0,33,10
8a31dc72221445ea941b97,Rachel Garcia,26,2020-09-10,5.0,140,375,189,196
554c4108dca34aa28c98c5,Yvonne Jones,61,2017-10-12,3.48,92,302,50,247
6c36cabf9f4a4c819a746e,Leo Smith,18,2010-06-07,3.5,80,48,101,69
3ac7c2e1a61a481da98001,Leo White,39,2011-03-18,3.85,23,249,165,156
fe44a3893cbc42818fef8b,Grace Brown,36,2015-06-27,3.95,81,214,72,171
9918d18daeff4c518c9323,Olivia Thomas,3,2017-01-15,3.63,108,336,187,200
0b54e817227141b3a628f1,Victor Smith,6,2017-12-03,3.89,114,249,80,293
7b827103803e40679f4f07,Henry Thompson,46,2011-09-14,3.87,54,229,189,265
5b62febf874a45fa913791,Uma Martinez,3,2020-08-24,4.02,5,415,90,94
eb4e91d35450437bbcef18,Yvonne Garcia,43,2015-12-01,2.25,186,259,2,292
2ac37576a9ba4602b24fa2,Paul Clark,26,2017-02-13,5.0,191,407,173,10
f6ff7e23646c44e7be41fb,Mia Robinson,141,2010-06-22,3.8,180,442,172,288
020964ea969f42eda3fe4b,Leo Taylor,3,2019-11-21,4.31,57,424,192,42
4e4dda6538eb4ad58913d0,Uma Moore,21,2016-07-06,2.94,120,477,24,34
3c77a6398a1944f2931fd6,Eve Martinez,95,2012-09-02,3.57,28,348,168,35
73feef1122694d9685715e,Noah Robinson,3,2013-10-28,3.43,181,280,68,36
e4a56d3231ca48e09f65f0,Leo Clark,31,2014-03-26,4.93,1,265,168,138
bfdeabba186548a18c576d,Sam Thompson,12,2010-04-29,3.49,94,102,192,192
cf62c713f7e843f8a7af08,Wendy Davis,8,2021-04-19,4.43,171,413,39,223
8757702e06f94c9d92876a,Yvonne Robinson,40,2019-08-19,3.44,145,346,74,4
f65e80b900074db8840afe,Tina Robinson,18,2020-08-16,3.58,172,436,53,88
c825718e21a04feaa4c61d,Zach Harris,25,2014-03-29,3.73,99,350,60,39
00e2bd584b504f18bd204c,Olivia Martinez,3,2016-09-09,4.8,19,240,119,43
532cc241e7e7423482829b,Frank Jackson,23,2015-07-01,2.58,1,147,82,223
981bd5e793f844d69bfcff,Yvonne Robinson,3,2015-09-14,2.98,30,492,131,192
e39ed35e02fa4005b691b5,Irene Jones,19,2017-01-23,2.54,11,366,134,62
d25510fa37b44b64821997,Karen Martinez,3,2015-05-30,3.14,89,437,40,90
07d8ee43a49c4454bc30db,Paul Jones,33,2019-04-10,3.33,10,292,8,277
113007dc8ec7419c9aa253,David Wilson,5,2010-09-15,2.77,37,255,149,172
7ec0b5e9e0eb480aa6a897,Karen Williams,3,2012-04-23,3.39,83,17,36,71
f5797a58e1ac43029a7dbe,Olivia Anderson,51,2020-09-13,2.49,147,34,39,280
c5ebeda5e42243fea2db58,Frank Davis,7,2020-07-31,3.19,134,353,120,59
fd6624ebc6d94aa7991c83,Tina Clark,3,2019-10-24,4.74,11,112,52,87
85e48e2450414c368084f3,Derek Jackson,35,2014-06-04,4.18,180,41,37,207
b434d244590443f5ac8b28,Bob Martinez,22,2015-06-22,4.03,109,388,61,153
d3dfe9159b7440d6901cd3,Claire Miller,28,2010-04-21,3.2,69,310,104,20
9f0e5611243c467682db79,Mia Smith,61,2013-05-08,2.82,76,55,169,242
b9fbc9f5a83c479fbba267,Yvonne Thompson,6,2018-09-17,3.1,169,249,197,68
262ca3151a0b4981939bf5,Alice Martin,8,2014-02-10,3.87,92,234,146,207
b77aa588ee0245539c4605,Mia Thomas,41,2015-10-05,4.51,49,1,179,100
6a310fed92d340d58e3851,Grace Garcia,13,2011-06-24,4.53,84,302,106,225
715324c21060442a83e86c,Mia Garcia,8,2015-12-15,4.34,13,198,81,269
cdcb899187c44be2893104,Eve Jackson,50,2018-08-28,3.38,30,439,163,231
637428678c2a43dea0c7d1,Jack Clark,12,2016-11-10,3.92,62,57,60,276
07aa5e83d9f342a28a4314,Quinn Martin,12,2016-09-04,3.68,44,423,162,161
51669c829ce74ab4bad691,Carol Harris,87,2020-12-19,3.76,69,3,199,19
9a135f872a1244d584ef88,David Moore,3,2012-10-22,5.0,12,382,77,160
f8bbc302a10543b8b67735,Grace Smith,90,2013-08-04,2.67,122,391,126,138
1fb0e56d708c4d6090de59,Rachel Davis,12,2017-06-21,3.74,23,203,156,215
ba6218bdaef848ed8ce74e,Paul Thompson,98,2015-10-05,4.75,43,140,156,74
a13304673b134714847357,Frank Martin,4,2021-09-29,2.87,195,71,41,209
ac7ff90c16184054914bce,Irene Wilson,25,2010-09-19,3.45,1,169,192,132
2487a7297c944f40a47bb8,Rachel White,40,2011-06-21,3.53,55,334,100,201
6ffbe16b0c4e472fae0ff7,Tina Brown,41,2014-02-06,3.74,100,362,8,125
afcc9b6b1a5449778033da,Rachel Miller,3,2015-07-02,2.78,61,90,23,114
3e9e3bbf26c54cbe89d45d,Irene Robinson,3,2020-09-05,4.32,64,5,145,64
9fdb43e2b6804a1aa6c538,David Taylor,29,2015-12-05,4.37,25,280,85,248
